,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
19,"frozenset({'REGENCY TEA PLATE PINK', 'REGENCY TEA PLATE GREEN'})",frozenset({'REGENCY TEA PLATE ROSES'}),0.013462935031562482,0.021283727166080107,0.01245740461426736,0.9253112033195021,43.47505472604306,0.012170863178200922,13.103923430720824,0.9903310666348415
20,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.011898776604658958,0.050444109267638676,0.011004971789285514,0.9248826291079811,18.334799494642272,0.010404748602088875,12.640962795374547,0.9568441824105133
21,"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT'})",frozenset({'HERB MARKER PARSLEY'}),0.011451874196972236,0.01273671861907156,0.010558069381598794,0.9219512195121952,72.38530166880616,0.010412210082290953,12.649310792693152,0.9976095395964295
22,"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER MINT'})",frozenset({'HERB MARKER ROSEMARY'}),0.011451874196972236,0.012904307021954081,0.010558069381598794,0.9219512195121952,71.44523281596453,0.01041029088098427,12.64716356628122,0.997425658026924
23,frozenset({'HERB MARKER CHIVES'}),frozenset({'HERB MARKER PARSLEY'}),0.011340148595050555,0.01273671861907156,0.010446343779677113,0.9211822660098523,72.324928701063,0.010301907497923495,12.525902882520546,0.9974851383551602
24,"frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER PARSLEY'}),0.011340148595050555,0.01273671861907156,0.010446343779677113,0.9211822660098523,72.324928701063,0.010301907497923495,12.525902882520546,0.9974851383551602
25,"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER THYME'}),0.011340148595050555,0.01284844422099324,0.010446343779677113,0.9211822660098523,71.69601627757551,0.010300640512995831,12.524485363946162,0.9973624621773631
26,"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER ROSEMARY'}),0.011340148595050555,0.012904307021954081,0.010446343779677113,0.9211822660098523,71.3856439127375,0.010300007020532,12.523776604658973,0.9973011240884646
27,"frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER PARSLEY'}),0.011954639405619798,0.01273671861907156,0.011004971789285514,0.9205607476635513,72.27613133300541,0.01085270891098367,12.427902483265795,0.9980960520775963
28,"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER MINT'})",frozenset({'HERB MARKER THYME'}),0.011451874196972236,0.01284844422099324,0.010502206580637953,0.9170731707317072,71.37620360551432,0.010355067813792323,11.903886407923306,0.9974119647185564
29,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.014524328249818447,0.050444109267638676,0.013295346628679962,0.9153846153846154,18.14651162790698,0.012562679827407068,11.22202416320063,0.9588191945901425
30,"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER BASIL'}),0.011004971789285514,0.01296016982291492,0.010055304172951232,0.9137055837563453,70.50105023630317,0.009912677869665704,11.438049796757996,0.9967854094492141
31,"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER MINT'}),0.011004971789285514,0.01301603262387576,0.010055304172951232,0.9137055837563453,70.19847062155509,0.00991206310111706,11.437402445476273,0.9967235904001606
32,"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER MINT'}),0.011563599798893917,0.01301603262387576,0.010558069381598794,0.9130434782608696,70.14760216458295,0.010407557189366947,11.350315624825436,0.9972764509895741
33,"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT'})",frozenset({'HERB MARKER BASIL'}),0.011451874196972236,0.01296016982291492,0.010446343779677113,0.9121951219512195,70.38450378469302,0.010297925545293695,11.241286954794584,0.9972122767403854
34,"frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER PARSLEY'}),0.011284285794089716,0.01273671861907156,0.010278755376794593,0.9108910891089109,71.51693590411672,0.010135030603818086,11.07928793549709,0.9972707866079391
35,"frozenset({'HERB MARKER THYME', 'HERB MARKER MINT'})",frozenset({'HERB MARKER BASIL'}),0.011172560192168035,0.01296016982291492,0.010167029774872912,0.91,70.21512931034484,0.010022231497425675,10.967109224189837,0.9968959349785292
36,"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",frozenset({'HERB MARKER MINT'}),0.011563599798893917,0.01301603262387576,0.010502206580637953,0.9082125603864734,69.7764508303788,0.010351694388406106,10.75293059193987,0.9971997359364514
37,frozenset({'HERB MARKER PARSLEY'}),frozenset({'HERB MARKER THYME'}),0.01273671861907156,0.01284844422099324,0.011563599798893917,0.9078947368421053,70.66184210526316,0.01139995278015829,10.717645462743507,0.9985665516135726
38,frozenset({'HERB MARKER PARSLEY'}),frozenset({'HERB MARKER ROSEMARY'}),0.01273671861907156,0.012904307021954081,0.011563599798893917,0.9078947368421053,70.35594668489405,0.011399241271381179,10.717038952333075,0.9985042277706844
39,"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER PARSLEY'}),0.011507736997933076,0.01273671861907156,0.010446343779677113,0.9077669902912622,71.27165304036791,0.01029977297159216,10.704012419182703,0.9974475402429459
40,"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER MINT'}),0.011507736997933076,0.01301603262387576,0.010446343779677113,0.9077669902912622,69.74221842576775,0.010296558699485035,10.70098406734114,0.9971362646628176
41,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.01625607507960449,0.05206413049550304,0.014747779453661807,0.9072164948453608,17.424981195522324,0.013901421039372584,10.216642149104022,0.9581874967735274
42,frozenset({'HERB MARKER CHIVES'}),frozenset({'HERB MARKER THYME'}),0.011340148595050555,0.01284844422099324,0.010278755376794593,0.9064039408866995,70.54581280788177,0.01013305211011331,10.546935043323073,0.9971324443439936
43,frozenset({'HERB MARKER CHIVES'}),frozenset({'HERB MARKER MINT'}),0.011340148595050555,0.01301603262387576,0.010278755376794593,0.9064039408866995,69.6374976215142,0.010131151632721816,10.545144493544907,0.9969454298446888
44,"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER MINT'}),0.011340148595050555,0.01301603262387576,0.010278755376794593,0.9064039408866995,69.6374976215142,0.010131151632721816,10.545144493544907,0.9969454298446888
45,frozenset({'REGENCY TEA PLATE PINK'}),frozenset({'REGENCY TEA PLATE GREEN'}),0.014859505055583488,0.0187699011228423,0.013462935031562482,0.9060150375939849,48.26956901181525,0.013184023590934804,10.440288252052955,0.9940541666127455
46,"frozenset({'JUMBO BAG TOYS', 'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.011172560192168035,0.10809451985922575,0.010111166973912072,0.905,8.372302325581396,0.008903474444341369,9.388478738323942,0.8905077935166755
47,"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",frozenset({'HERB MARKER BASIL'}),0.011563599798893917,0.01296016982291492,0.010446343779677113,0.9033816425120773,69.70446026986507,0.010296477562519224,10.215862242332832,0.9971847612623149
48,"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER BASIL'}),0.011563599798893917,0.01296016982291492,0.010446343779677113,0.9033816425120773,69.70446026986507,0.010296477562519224,10.215862242332832,0.9971847612623149
49,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.030445226523657897,0.05206413049550304,0.027484498072733368,0.9027522935779816,17.33923691774619,0.025899393826040493,9.74764243169718,0.9719175861959127
50,"frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER BASIL'}),0.011954639405619798,0.01296016982291492,0.010781520585442154,0.9018691588785047,69.58775781501772,0.010626586428573611,10.058405888471253,0.9975550673762617
51,frozenset({'HERB MARKER CHIVES'}),frozenset({'HERB MARKER ROSEMARY'}),0.011340148595050555,0.012904307021954081,0.010222892575833753,0.9014778325123154,69.85867826754527,0.01007655581668864,10.019021283727177,0.9969914170166491
52,"frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER THYME'}),0.011284285794089716,0.01284844422099324,0.010167029774872912,0.9009900990099009,70.12445114076625,0.010022044258273804,9.97023071336796,0.9969899584567079
53,"frozenset({'HERB MARKER THYME', 'HERB MARKER MINT'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.011172560192168035,0.011563599798893917,0.010055304172951232,0.9000000000000001,77.8304347826087,0.009926109158159948,9.884364002011074,0.998305180498277
54,frozenset({'HERB MARKER THYME'}),frozenset({'HERB MARKER PARSLEY'}),0.01284844422099324,0.01273671861907156,0.011563599798893917,0.9000000000000001,70.66184210526316,0.01139995278015829,9.872632813809298,0.998679569162281
55,frozenset({'HERB MARKER PARSLEY'}),frozenset({'HERB MARKER MINT'}),0.01273671861907156,0.01301603262387576,0.011451874196972236,0.8991228070175439,69.0781002936526,0.011286092651905276,9.78401498094593,0.9982379073493671
56,"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER MINT'})",frozenset({'HERB MARKER BASIL'}),0.011451874196972236,0.01296016982291492,0.010278755376794593,0.8975609756097561,69.25534062237175,0.010130337142411175,9.635388818395356,0.9969779463794324
57,"frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER MINT'}),0.011340148595050555,0.01301603262387576,0.010167029774872912,0.896551724137931,68.88056829954122,0.010019426030800135,9.540845017969202,0.9967858167372236
58,frozenset({'HERB MARKER ROSEMARY'}),frozenset({'HERB MARKER PARSLEY'}),0.012904307021954081,0.01273671861907156,0.011563599798893917,0.8961038961038961,70.35594668489405,0.011399241271381179,9.502409083291433,0.998673753106469
59,"frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER MINT'}),0.011954639405619798,0.01301603262387576,0.010669794983520473,0.8925233644859812,68.57107617022983,0.010514193007010255,9.183242131238716,0.9973394249096491
60,frozenset({'HERB MARKER ROSEMARY'}),frozenset({'HERB MARKER BASIL'}),0.012904307021954081,0.01296016982291492,0.011507736997933076,0.8917748917748917,68.80888938647558,0.011340494987481518,9.120248030836256,0.9983500090658843
61,frozenset({'HERB MARKER PARSLEY'}),frozenset({'HERB MARKER BASIL'}),0.01273671861907156,0.01296016982291492,0.011340148595050555,0.8903508771929823,68.69901315789473,0.011175078558760706,9.001803251215007,0.998156994931736
62,frozenset({'HERB MARKER BASIL'}),frozenset({'HERB MARKER ROSEMARY'}),0.01296016982291492,0.012904307021954081,0.011507736997933076,0.8879310344827586,68.80888938647558,0.011340494987481518,8.80793079888102,0.9984065119811067
63,frozenset({'HERB MARKER ROSEMARY'}),frozenset({'HERB MARKER MINT'}),0.012904307021954081,0.01301603262387576,0.011451874196972236,0.8874458874458874,68.18098210802073,0.011283911315785973,8.768972940918637,0.9982144188165141
64,"frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY', 'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.011396011396011397,0.10809451985922575,0.010111166973912072,0.8872549019607843,8.20813953488372,0.008879320593749955,7.910813823857299,0.888292706227013
65,frozenset({'REGENCY TEA PLATE PINK'}),frozenset({'REGENCY TEA PLATE ROSES'}),0.014859505055583488,0.021283727166080107,0.013183621026758281,0.8872180451127819,41.68527618258244,0.012867355375332254,8.677950952460753,0.9907325090224083
66,"frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.011340148595050555,0.011563599798893917,0.010055304172951232,0.8866995073891627,76.68023131291498,0.00992417123293808,8.724025619166294,0.9982794666063961
67,"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.011340148595050555,0.011954639405619798,0.010055304172951232,0.8866995073891627,74.17199944753926,0.009919736785691257,8.720574269593888,0.9978334023932395
68,frozenset({'HERB MARKER THYME'}),frozenset({'HERB MARKER BASIL'}),0.01284844422099324,0.01296016982291492,0.011340148595050555,0.8826086956521739,68.1016304347826,0.011173630575986233,8.408117071878873,0.9981406177999467
69,frozenset({'HERB MARKER MINT'}),frozenset({'HERB MARKER PARSLEY'}),0.01301603262387576,0.01273671861907156,0.011451874196972236,0.8798283261802575,69.07810029365258,0.011286092651905276,8.215440877205584,0.9985204061911572
70,frozenset({'HERB MARKER MINT'}),frozenset({'HERB MARKER ROSEMARY'}),0.01301603262387576,0.012904307021954081,0.011451874196972236,0.8798283261802575,68.18098210802073,0.011283911315785973,8.214046302281597,0.9983274156943516
71,"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.011451874196972236,0.011563599798893917,0.010055304172951232,0.878048780487805,75.932131495228,0.009922879282790165,8.105178481649078,0.9982623191681737
72,"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER MINT'})","frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.011451874196972236,0.011954639405619798,0.010055304172951232,0.878048780487805,73.44837018463643,0.009918401146407907,8.101971956873925,0.9978118093228853
73,frozenset({'HERB MARKER BASIL'}),frozenset({'HERB MARKER PARSLEY'}),0.01296016982291492,0.01273671861907156,0.011340148595050555,0.875,68.69901315789474,0.011175078558760706,7.898106251047428,0.9983829628970837
74,frozenset({'HERB MARKER BASIL'}),frozenset({'HERB MARKER THYME'}),0.01296016982291492,0.01284844422099324,0.011340148595050555,0.875,68.1016304347826,0.011173630575986233,7.897212446232054,0.9982535999288503
75,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.016870565890173734,0.053404837718563206,0.014747779453661807,0.8741721854304636,16.36878273158026,0.01384680962007675,7.522940500236683,0.9550198272284754
76,"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.011507736997933076,0.011563599798893917,0.010055304172951232,0.8737864077669903,75.56352891515408,0.00992223330771621,7.831457632362613,0.998253743995479
77,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.01536227026423105,0.050444109267638676,0.013407072230601643,0.8727272727272727,17.30087586831773,0.012632136190793775,7.460796284325694,0.9568996085328493
78,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBOBAG BAROQUE BLACK WHITE', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.013071895424836602,0.10809451985922575,0.011396011396011397,0.8717948717948718,8.065116279069768,0.009983011136413674,6.956862745098039,0.8876119984417608
79,frozenset({'HERB MARKER BASIL'}),frozenset({'HERB MARKER MINT'}),0.01296016982291492,0.01301603262387576,0.011284285794089716,0.8706896551724138,66.89362882936214,0.011115595800863685,7.632676014375362,0.9979849476260095
80,"frozenset({'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.020222333947824144,0.050444109267638676,0.017596782302664656,0.8701657458563535,17.25009636386997,0.016576684679353935,7.313600690321588,0.9614725278902256
81,"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER THYME', 'HERB MARKER MINT'})",0.011563599798893917,0.011172560192168035,0.010055304172951232,0.8695652173913043,77.83043478260869,0.009926109158159948,7.581010371860043,0.998700124335933
82,"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.011563599798893917,0.011340148595050555,0.010055304172951232,0.8695652173913043,76.68023131291497,0.00992417123293808,7.579725527437945,0.9985051429863231
83,"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT'})",0.011563599798893917,0.011451874196972236,0.010055304172951232,0.8695652173913043,75.93213149522799,0.009922879282790165,7.578868964489878,0.9983751554199163
84,"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.011563599798893917,0.011507736997933076,0.010055304172951232,0.8695652173913043,75.56352891515408,0.00992223330771621,7.578440683015845,0.9983101616367129
85,frozenset({'HERB MARKER THYME'}),frozenset({'HERB MARKER MINT'}),0.01284844422099324,0.01301603262387576,0.011172560192168035,0.8695652173913043,66.80724015674566,0.011005324423021538,7.566877083216951,0.9978524135589384
86,"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'SET/6 RED SPOTTY PAPER CUPS'})",frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.01240154181330652,0.023350650801631193,0.010781520585442154,0.8693693693693694,37.23105521789733,0.010491936513157805,7.476419155932341,0.9853606940349884
87,"frozenset({'CHARLOTTE BAG APPLES DESIGN', 'CHARLOTTE BAG PINK POLKADOT'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.01273671861907156,0.050444109267638676,0.011060834590246356,0.868421052631579,17.215509704493794,0.010418342164514743,7.216624769565948,0.9540644948894822
88,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.016982291492095413,0.10809451985922575,0.014747779453661807,0.868421052631579,8.03390452876377,0.012912086808714338,6.778481649069886,0.8906528488843656
89,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.019440254734372383,0.05206413049550304,0.016870565890173734,0.867816091954023,16.668214444280007,0.01585842593081755,7.1713409258166285,0.9586418125163413
90,"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'STRAWBERRY CHARLOTTE BAG', 'WOODLAND CHARLOTTE BAG'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.01603262387576113,0.050444109267638676,0.013909837439249204,0.8675958188153311,17.19915033511987,0.013101086008613358,7.171645806320734,0.9572040860159156
91,frozenset({'HERB MARKER MINT'}),frozenset({'HERB MARKER BASIL'}),0.01301603262387576,0.01296016982291492,0.011284285794089716,0.8669527896995709,66.89362882936216,0.011115595800863685,7.4187187235890635,0.9980414330769731
92,frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.01273671861907156,0.011954639405619798,0.011004971789285514,0.8640350877192982,72.27613133300541,0.01085270891098367,7.266914265016727,0.9988867126745004
93,"frozenset({'JUMBO BAG APPLES', 'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.011675325400815596,0.10809451985922575,0.010055304172951232,0.861244019138756,7.967508623567375,0.008793265479549848,6.427870529290409,0.8848208229708342
94,frozenset({'HERB MARKER MINT'}),frozenset({'HERB MARKER THYME'}),0.01301603262387576,0.01284844422099324,0.011172560192168035,0.8583690987124464,66.80724015674566,0.011005324423021538,6.969888257469957,0.9980218474077427
95,"frozenset({'JUMBO BAG WOODLAND ANIMALS', 'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.013742249036366684,0.10809451985922575,0.011787051002737277,0.8577235772357723,7.9349404424276795,0.010301589191365312,6.268821374703725,0.8861528425952397
96,"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'JAM MAKING SET PRINTED'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.012513267415228199,0.05206413049550304,0.010725657784481315,0.8571428571428572,16.463212752912327,0.010074165396849747,6.635551086531481,0.9511606418887065
97,frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.01284844422099324,0.011563599798893917,0.011004971789285514,0.8565217391304348,74.07051039697542,0.010856397522275537,6.889102183219833,0.9993393058172401
98,"frozenset({'PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.03217697335344394,0.053404837718563206,0.027484498072733368,0.8541666666666667,15.99418148535565,0.025766092032518163,6.490938255644141,0.9686453384014361
99,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.012178090609463158,0.10809451985922575,0.010390480978716274,0.853211009174312,7.8931939406870075,0.009074096121484208,6.076106083459028,0.8840749179547334
100,frozenset({'HERB MARKER ROSEMARY'}),"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.012904307021954081,0.011563599798893917,0.011004971789285514,0.8528138528138527,73.74985883681535,0.010855751547201581,6.715553189601628,0.9993363956805392
